type,animation_id,animation_name
Lucavi/ruka,170,
Lucavi/ruka,171,
Lucavi/ruka,172,
Lucavi/ruka,173,
Lucavi/ruka,174,
Lucavi/ruka,175,
Lucavi/ruka,176,
Lucavi/ruka,177,
type1,0,Blank
type1,1,Face South
type1,2,Face Front
type1,3,Face West
type1,4,Face Back
type1,5,Face North
type1,6,Walk Front
type1,7,Walk Back
type1,8,Walk Fast Front
type1,9,Walk Fast Back
type1,10,Walk Slow Front
type1,11,Walk Slow Back
type1,12,Buffer?
type1,13,Buffer?
type1,14,Buffer?
type1,15,Buffer?
type1,16,Buffer?
type1,17,Buffer?
type1,18,Float Stop Front
type1,19,Float Stop Back
type1,20,Float Stop Fast Front
type1,21,Float Stop Fast Back
type1,22,Float Stop Slow Front
type1,23,Float Stop Slow Back
type1,24,WalkTo Front
type1,25,WalkToNW
type1,26,WalkTo Fast Front
type1,27,WalkTo Fast Back
type1,28,WalkTo Slow Front
type1,29,WalkTo Slow Back
type1,30,Buffer?
type1,31,Buffer?
type1,32,Buffer?
type1,33,Buffer?
type1,34,Buffer?
type1,35,Buffer?
type1,36,WalkTo Front Duplicate
type1,37,WalkToNW Duplicate
type1,38,WalkTo Fast Front Duplicate
type1,39,WalkTo Fast Back Duplicate
type1,40,WalkTo Slow Front Duplicate
type1,41,WalkTo Slow Back Duplicate
type1,42,Spin1
type1,43,Spin2
type1,44,Critical Front
type1,45,Critical Back
type1,46,Defend Front
type1,47,Defend Back
type1,48,Evade Defend Front
type1,49,Evade Defend Back
type1,50,Taking Damage Front
type1,51,Taking Damage Back
type1,52,KnockedOut Front
type1,53,KnockedOut Back
type1,54,Mid Jump Front
type1,55,Mid Jump Back
type1,56,Jump Up Front
type1,57,Jump Up Back
type1,58,Jump Down Front
type1,59,Jump Down Back
type1,60,High Jump Start Front
type1,61,High Jump Start Back
type1,62,High Jump Mid Front
type1,63,High Jump Mid Back
type1,64,High Jump Landing Front
type1,65,High Jump Landing Back
type1,66,Charging Idle? Front
type1,67,Charging Idle? Back
type1,68,Charging Loop? Front
type1,69,Charging Loop? Back
type1,70,Frozen Front
type1,71,Frozen Back
type1,72,Sleep Front
type1,73,Sleep Back
type1,74,Confused Front
type1,75,Confused Back
type1,76,Buffer?
type1,77,Buffer?
type1,78,Buffer?
type1,79,Buffer?
type1,80,Singing Front
type1,81,Singing Back
type1,82,Dancing Front
type1,83,Dancing Back
type1,84,Casting Start Front
type1,85,Casting Start Back
type1,86,Casting Mid Front
type1,87,Casting Mid Back
type1,88,Casting Execute? Front
type1,89,Casting Execute? Back
type1,90,Buffer?
type1,91,Buffer?
type1,92,Buffer?
type1,93,Buffer?
type1,94,Buffer?
type1,95,Buffer?
type1,96,Frozen Walk RightFoot Front
type1,97,Frozen Walk LeftFoot Back
type1,98,Frozen Walk LeftFoot Front
type1,99,Frozen Walk RightFoot Back
type1,100,Nulled Walk? Front
type1,101,Nulled Walk? Back
type1,102,MoveFindItem Front
type1,103,MoveFindItem Back
type1,104,DeathBounce Front
type1,105,DeathBounce Back
type1,106,Revive NonCritical Front
type1,107,Revive NonCritical Back
type1,108,Revive Critical Front
type1,109,Revive Critical Back
type1,110,Damaged Shaking? Front
type1,111,Damaged Shaking? Back
type1,112,Damaged Shaking? Front
type1,113,Damaged Shaking? Back
type1,114,Chest/Crystal Pickup Front
type1,115,Chest/Crystal Pickup Back
type1,116,Buffer?
type1,117,Buffer?
type1,118,Buffer?
type1,119,Buffer?
type1,120,Teleport Front
type1,121,Teleport Back
type1,122,Unarmed High Front
type1,123,Unarmed High Back
type1,124,Unarmed Mid Front
type1,125,Unarmed Mid Back
type1,126,Unarmed Low Front
type1,127,Unarmed Low Back
type1,128,Swing High Front
type1,129,Swing High Back
type1,130,Swing Mid Front
type1,131,Swing Mid Back
type1,132,Swing Low Front
type1,133,Swing Low Back
type1,134,Throw Item High Start Front
type1,135,Throw Item High Start Back
type1,136,Throw Item High Wait Front
type1,137,Throw Item High Wait Back
type1,138,Throw Item High Finish Front
type1,139,Throw Item High Finish Back
type1,140,Throw Item Mid Start Front
type1,141,Throw Item Mid Start Back
type1,142,Throw Item Mid Wait Front
type1,143,Throw Item Mid Wait Back
type1,144,Throw Item Mid Finish Front
type1,145,Throw Item Mid Finish Back
type1,146,Throw Item Low Start Front
type1,147,Throw Item Low Start Back
type1,148,Throw Item Low Wait Front
type1,149,Throw Item Low Wait Back
type1,150,Throw Item Low Finish Front
type1,151,Throw Item Low Finish Back
type1,152,Throw Weapon Front
type1,153,Throw Weapon Back
type1,154,Poke High Front
type1,155,Poke High Back
type1,156,Poke Mid Front
type1,157,Poke Mid Back
type1,158,Poke Low Front
type1,159,Poke Low Back
type1,160,Gun High Front
type1,161,Gun High Back
type1,162,Gun Mid Front
type1,163,Gun Mid Back
type1,164,Gun Low Front
type1,165,Gun Low Back
type1,166,Bow High Front
type1,167,Bow High Back
type1,168,Bow Mid Front
type1,169,Bow Mid Back
type1,170,Bow Low Front
type1,171,Bow Low Back
type1,172,Book Front
type1,173,Book Back
type1,174,Instrument Front
type1,175,Instrument Back
type1,176,Shield Block High Front
type1,177,Shield Block High Back
type1,178,Shield Block Mid Front
type1,179,Shield Block Mid Back
type1,180,Shield Block Low Front
type1,181,Shield Block Low Back
type1,182,Swing Shield Recoil High Front
type1,183,Swing Shield Recoil High Back
type1,184,Swing Shield Recoil Mid Front
type1,185,Swing Shield Recoil Mid Back
type1,186,Swing Shield Recoil Low Front
type1,187,Swing Shield Recoil Low Back
type1,188,Punch Shield Recoil High Front
type1,189,Punch Shield Recoil High Back
type1,190,Punch Shield Recoil Mid Front
type1,191,Punch Shield Recoil Mid Back
type1,192,Punch Shield Recoil Low Front
type1,193,Punch Shield Recoil Low Back
type1,194,Thrust Shield Recoil High Front
type1,195,Thrust Shield Recoil High Back
type1,196,Thrust Shield Recoil Mid Front
type1,197,Thrust Shield Recoil Mid Back
type1,198,Thrust Shield Recoil Low Front
type1,199,Thrust Shield Recoil Low Back
type1,200,Flip Switch Front
type1,201,Flip Switch Back
type1,202,Two Arms Up Front
type1,203,Two Arms Up Back
type1,204,One Arm Up Front
type1,205,One Arm Up Back
type1,206,Spin Punch Front
type1,207,Spin Punch Back
type1,208,Pummel Front
type1,209,Pummel Back
type1,210,Monster/monk Revive Front
type1,211,Monster/monk Revive Back
type1,212,Rush Front
type1,213,Rush Back
type1,214,Book Front Duplicate
type1,215,Book Back Duplicate
type1,216,Book Front Duplicate
type1,217,Book Back Duplicate
type1,218,Fall Critical Front
type1,219,Fall Critical Back
type1,220,Swing Low Front 2
type1,221,Swing Low Back 2
type1,222,Dance Execute Front
type1,223,Dance Execute Back
type1,224,Buffer?
type1,225,Buffer?
type1,226,Steal Front
type1,227,Steal Back
type1,228,Steal Heart Front
type1,229,Steal Heart Back
type1,230,Use Katana? Front
type1,231,Use Katana? Back
type1,232,Jump Front 2
type1,233,Jump Back 2
type1,234,Dragoon Jump? Front 2
type1,235,Dragoon Jump? Back 2
type1,236,Dragoon Jump? Front 3
type1,237,Dragoon Jump? Back 3
type1,238,Cloth/Bag High Front
type1,239,Cloth/Bag High Back
type1,240,Cloth/Bag Mid Front
type1,241,Cloth/Bag Mid Back
type1,242,Cloth/Bag Low Front
type1,243,Cloth/Bag Low Back
type1,244,Buffer?
type1,245,Buffer?
type1,246,Buffer?
type1,247,Buffer?
type1,248,Buffer?
type1,249,Buffer?
type1,250,Spin and Punch Front
type1,251,Spin and Punch Back
type2 (Unused),0,Blank
type2 (Unused),1,Face South
type2 (Unused),2,Face Front
type2 (Unused),3,Face West
type2 (Unused),4,Face Back
type2 (Unused),5,Face North
type2 (Unused),6,Walk Front
type2 (Unused),7,Walk Back
type2 (Unused),8,Walk Fast Front
type2 (Unused),9,Walk Fast Back
type2 (Unused),10,Walk Slow Front
type2 (Unused),11,Walk Slow Back
type2 (Unused),12,Buffer?
type2 (Unused),13,
type2 (Unused),14,
type2 (Unused),15,
type2 (Unused),16,
type2 (Unused),17,
type2 (Unused),18,
type2 (Unused),19,
type2 (Unused),20,
type2 (Unused),21,
type2 (Unused),22,
type2 (Unused),23,
type2 (Unused),24,
type2 (Unused),25,
type2 (Unused),26,
type2 (Unused),27,
type2 (Unused),28,
type2 (Unused),29,
type2 (Unused),30,
type2 (Unused),31,
type2 (Unused),32,
type2 (Unused),33,
type2 (Unused),34,
type2 (Unused),35,
type2 (Unused),36,
type2 (Unused),37,
type2 (Unused),38,
type2 (Unused),39,
type2 (Unused),40,
type2 (Unused),41,
type2 (Unused),42,
type2 (Unused),43,
type2 (Unused),44,
type2 (Unused),45,
type2 (Unused),46,
type2 (Unused),47,
type2 (Unused),48,
type2 (Unused),49,
type2 (Unused),50,
type2 (Unused),51,
type2 (Unused),52,
type2 (Unused),53,
type2 (Unused),54,
type2 (Unused),55,
type2 (Unused),56,
type2 (Unused),57,
type2 (Unused),58,
type2 (Unused),59,
type2 (Unused),60,
type2 (Unused),61,
type2 (Unused),62,
type2 (Unused),63,
type2 (Unused),64,
type2 (Unused),65,
type2 (Unused),66,
type2 (Unused),67,
type2 (Unused),68,
type2 (Unused),69,
type2 (Unused),70,
type2 (Unused),71,
type2 (Unused),72,
type2 (Unused),73,
type2 (Unused),74,
type2 (Unused),75,
type2 (Unused),76,
type2 (Unused),77,
type2 (Unused),78,
type2 (Unused),79,
type2 (Unused),80,
type2 (Unused),81,
type2 (Unused),82,
type2 (Unused),83,
type2 (Unused),84,
type2 (Unused),85,
type2 (Unused),86,
type2 (Unused),87,
type2 (Unused),88,
type2 (Unused),89,
type2 (Unused),90,
type2 (Unused),91,
type2 (Unused),92,
type2 (Unused),93,
type2 (Unused),94,
type2 (Unused),95,
type2 (Unused),96,
type2 (Unused),97,
type2 (Unused),98,
type2 (Unused),99,
type2 (Unused),100,
type2 (Unused),101,
type2 (Unused),102,
type2 (Unused),103,
type2 (Unused),104,
type2 (Unused),105,
type2 (Unused),106,
type2 (Unused),107,
type2 (Unused),108,
type2 (Unused),109,
type2 (Unused),110,
type2 (Unused),111,
type2 (Unused),112,
type2 (Unused),113,
type2 (Unused),114,
type2 (Unused),115,
type2 (Unused),116,
type2 (Unused),117,
type2 (Unused),118,
type2 (Unused),119,
type2 (Unused),120,
type2 (Unused),121,
type2 (Unused),122,
type2 (Unused),123,
type2 (Unused),124,
type2 (Unused),125,
type2 (Unused),126,
type2 (Unused),127,
type2 (Unused),128,
type2 (Unused),129,
type2 (Unused),130,
type2 (Unused),131,
type2 (Unused),132,
type2 (Unused),133,
type2 (Unused),134,
type2 (Unused),135,
type2 (Unused),136,
type2 (Unused),137,
type2 (Unused),138,
type2 (Unused),139,
type2 (Unused),140,
type2 (Unused),141,
type2 (Unused),142,
type2 (Unused),143,
type2 (Unused),144,
type2 (Unused),145,
type2 (Unused),146,
type2 (Unused),147,
type2 (Unused),148,
type2 (Unused),149,
type2 (Unused),150,
type2 (Unused),151,
type2 (Unused),152,
type2 (Unused),153,
type2 (Unused),154,
type2 (Unused),155,
type2 (Unused),156,
type2 (Unused),157,
type2 (Unused),158,
type2 (Unused),159,
type2 (Unused),160,
type2 (Unused),161,
type2 (Unused),162,
type2 (Unused),163,
type2 (Unused),164,
type2 (Unused),165,
type2 (Unused),166,
type2 (Unused),167,
type2 (Unused),168,
type2 (Unused),169,
type2 (Unused),170,
type2 (Unused),171,
type2 (Unused),172,
type2 (Unused),173,
type2 (Unused),174,
type2 (Unused),175,
type2 (Unused),176,
type2 (Unused),177,
type2 (Unused),178,
type2 (Unused),179,
type2 (Unused),180,
type2 (Unused),181,
type2 (Unused),182,
type2 (Unused),183,
type2 (Unused),184,
type2 (Unused),185,
type2 (Unused),186,
type2 (Unused),187,
type2 (Unused),188,
type2 (Unused),189,
type2 (Unused),190,
type2 (Unused),191,
type2 (Unused),192,
type2 (Unused),193,
type2 (Unused),194,
type2 (Unused),195,
type2 (Unused),196,
type2 (Unused),197,
type2 (Unused),198,
type2 (Unused),199,
type2 (Unused),200,
type2 (Unused),201,
type2 (Unused),202,
type2 (Unused),203,
type2 (Unused),204,
type2 (Unused),205,
type2 (Unused),206,
type2 (Unused),207,
type2 (Unused),208,
type2 (Unused),209,
type2 (Unused),210,
type2 (Unused),211,
type2 (Unused),212,
type2 (Unused),213,
type2 (Unused),214,
type2 (Unused),215,
type2 (Unused),216,
type2 (Unused),217,
type2 (Unused),218,
type2 (Unused),219,
type2 (Unused),220,
type2 (Unused),221,
type2 (Unused),222,
type2 (Unused),223,
type2 (Unused),224,
type2 (Unused),225,
type2 (Unused),226,
type2 (Unused),227,
type2 (Unused),228,
type2 (Unused),229,
type2 (Unused),230,
type2 (Unused),231,
type2 (Unused),232,
type2 (Unused),233,
type2 (Unused),234,
type2 (Unused),235,
type2 (Unused),236,
type2 (Unused),237,
type2 (Unused),238,
type2 (Unused),239,
type2 (Unused),240,
type2 (Unused),241,
type2 (Unused),242,
type2 (Unused),243,
type2 (Unused),244,
type2 (Unused),245,
type2 (Unused),246,
type2 (Unused),247,
type2 (Unused),248,
type2 (Unused),249,
type2 (Unused),250,
type2 (Unused),251,
type3,0,Blank
type3,1,Face South
type3,2,Face Front
type3,3,Face West
type3,4,Face Back
type3,5,Face North
type3,6,Walk Front
type3,7,Walk Back
type3,8,Walk Fast Front
type3,9,Walk Fast Back
type3,10,Walk Slow Front
type3,11,Walk Slow Back
type3,12,Buffer?
type3,13,Buffer?
type3,14,Buffer?
type3,15,Buffer?
type3,16,Buffer?
type3,17,Buffer?
type3,18,Float Stop Front
type3,19,Float Stop Back
type3,20,Float Stop Fast Front
type3,21,Float Stop Fast Back
type3,22,Float Stop Slow Front
type3,23,Float Stop Slow Back
type3,24,WalkTo Front
type3,25,WalkToNW
type3,26,WalkTo Fast Front
type3,27,WalkTo Fast Back
type3,28,WalkTo Slow Front
type3,29,WalkTo Slow Back
type3,30,Buffer?
type3,31,Buffer?
type3,32,Buffer?
type3,33,Buffer?
type3,34,Buffer?
type3,35,Buffer?
type3,36,WalkTo Front Duplicate
type3,37,WalkToNW Duplicate
type3,38,WalkTo Fast Front Duplicate
type3,39,WalkTo Fast Back Duplicate
type3,40,WalkTo Slow Front Duplicate
type3,41,WalkTo Slow Back Duplicate
type3,42,Spin1
type3,43,Spin2
type3,44,Critical Front
type3,45,Critical Back
type3,46,Defend Front
type3,47,Defend Back
type3,48,Evade Defend Front
type3,49,Evade Defend Back
type3,50,Taking Damage Front
type3,51,Taking Damage Back
type3,52,KnockedOut Front
type3,53,KnockedOut Back
type3,54,Mid Jump Front
type3,55,Mid Jump Back
type3,56,Jump Up Front
type3,57,Jump Up Back
type3,58,Jump Down Front
type3,59,Jump Down Back
type3,60,High Jump Start Front
type3,61,High Jump Start Back
type3,62,High Jump Mid Front
type3,63,High Jump Mid Back
type3,64,High Jump Landing Front
type3,65,High Jump Landing Back
type3,66,Charging Idle? Front
type3,67,Charging Idle? Back
type3,68,Charging Loop? Front
type3,69,Charging Loop? Back
type3,70,Frozen Front
type3,71,Frozen Back
type3,72,Sleep Front
type3,73,Sleep Back
type3,74,Confused Front
type3,75,Confused Back
type3,76,Buffer?
type3,77,Buffer?
type3,78,Buffer?
type3,79,Buffer?
type3,80,Singing Front
type3,81,Singing Back
type3,82,Dancing Front
type3,83,Dancing Back
type3,84,Casting Start Front
type3,85,Casting Start Back
type3,86,Casting Mid Front
type3,87,Casting Mid Back
type3,88,Casting Execute? Front
type3,89,Casting Execute? Back
type3,90,Buffer?
type3,91,Buffer?
type3,92,Buffer?
type3,93,Buffer?
type3,94,Buffer?
type3,95,Buffer?
type3,96,Frozen Walk RightFoot Front
type3,97,Frozen Walk LeftFoot Back
type3,98,Frozen Walk LeftFoot Front
type3,99,Frozen Walk RightFoot Back
type3,100,Nulled Walk? Front
type3,101,Nulled Walk? Back
type3,102,MoveFindItem Front
type3,103,MoveFindItem Back
type3,104,DeathBounce Front
type3,105,DeathBounce Back
type3,106,Revive NonCritical Front
type3,107,Revive NonCritical Back
type3,108,Revive Critical Front
type3,109,Revive Critical Back
type3,110,Damaged Shaking? Front
type3,111,Damaged Shaking? Back
type3,112,Damaged Shaking? Front
type3,113,Damaged Shaking? Back
type3,114,Chest/Crystal Pickup Front
type3,115,Chest/Crystal Pickup Back
type3,116,Buffer?
type3,117,Buffer?
type3,118,Buffer?
type3,119,Buffer?
type3,120,Teleport Front
type3,121,Teleport Back
type3,122,Unarmed High Front
type3,123,Unarmed High Back
type3,124,Unarmed Mid Front
type3,125,Unarmed Mid Back
type3,126,Unarmed Low Front
type3,127,Unarmed Low Back
type3,128,Swing High Front
type3,129,Swing High Back
type3,130,Swing Mid Front
type3,131,Swing Mid Back
type3,132,Swing Low Front
type3,133,Swing Low Back
type3,134,Throw Item High Start Front
type3,135,Throw Item High Start Back
type3,136,Throw Item High Wait Front
type3,137,Throw Item High Wait Back
type3,138,Throw Item High Finish Front
type3,139,Throw Item High Finish Back
type3,140,Throw Item Mid Start Front
type3,141,Throw Item Mid Start Back
type3,142,Throw Item Mid Wait Front
type3,143,Throw Item Mid Wait Back
type3,144,Throw Item Mid Finish Front
type3,145,Throw Item Mid Finish Back
type3,146,Throw Item Low Start Front
type3,147,Throw Item Low Start Back
type3,148,Throw Item Low Wait Front
type3,149,Throw Item Low Wait Back
type3,150,Throw Item Low Finish Front
type3,151,Throw Item Low Finish Back
type3,152,Throw Weapon Front
type3,153,Throw Weapon Back
type3,154,Poke High Front
type3,155,Poke High Back
type3,156,Poke Mid Front
type3,157,Poke Mid Back
type3,158,Poke Low Front
type3,159,Poke Low Back
type3,160,Gun High Front
type3,161,Gun High Back
type3,162,Gun Mid Front
type3,163,Gun Mid Back
type3,164,Gun Low Front
type3,165,Gun Low Back
type3,166,Bow High Front
type3,167,Bow High Back
type3,168,Bow Mid Front
type3,169,Bow Mid Back
type3,170,Bow Low Front
type3,171,Bow Low Back
type3,172,Book Front
type3,173,Book Back
type3,174,Instrument Front
type3,175,Instrument Back
type3,176,Shield Block High Front
type3,177,Shield Block High Back
type3,178,Shield Block Mid Front
type3,179,Shield Block Mid Back
type3,180,Shield Block Low Front
type3,181,Shield Block Low Back
type3,182,Swing Shield Recoil High Front
type3,183,Swing Shield Recoil High Back
type3,184,Swing Shield Recoil Mid Front
type3,185,Swing Shield Recoil Mid Back
type3,186,Swing Shield Recoil Low Front
type3,187,Swing Shield Recoil Low Back
type3,188,Punch Shield Recoil High Front
type3,189,Punch Shield Recoil High Back
type3,190,Punch Shield Recoil Mid Front
type3,191,Punch Shield Recoil Mid Back
type3,192,Punch Shield Recoil Low Front
type3,193,Punch Shield Recoil Low Back
type3,194,Thrust Shield Recoil High Front
type3,195,Thrust Shield Recoil High Back
type3,196,Thrust Shield Recoil Mid Front
type3,197,Thrust Shield Recoil Mid Back
type3,198,Thrust Shield Recoil Low Front
type3,199,Thrust Shield Recoil Low Back
type3,200,Flip Switch Front
type3,201,Flip Switch Back
type3,202,Two Arms Up Front
type3,203,Two Arms Up Back
type3,204,One Arm Up Front
type3,205,One Arm Up Back
type3,206,Spin Punch Front
type3,207,Spin Punch Back
type3,208,Pummel Front
type3,209,Pummel Back
type3,210,Monster/monk Revive Front
type3,211,Monster/monk Revive Back
type3,212,Rush Front
type3,213,Rush Back
type3,214,Book Front Duplicate
type3,215,Book Back Duplicate
type3,216,Book Front Duplicate
type3,217,Book Back Duplicate
type3,218,Fall Critical Front
type3,219,Fall Critical Back
type3,220,Swing Low Front 2
type3,221,Swing Low Back 2
type3,222,Dance Execute Front
type3,223,Dance Execute Back
type3,224,Buffer?
type3,225,Buffer?
type3,226,Steal Front
type3,227,Steal Back
type3,228,Steal Heart Front
type3,229,Steal Heart Back
type3,230,Use Katana? Front
type3,231,Use Katana? Back
type3,232,Jump Front 2
type3,233,Jump Back 2
type3,234,Dragoon Jump? Front 2
type3,235,Dragoon Jump? Back 2
type3,236,Dragoon Jump? Front 3
type3,237,Dragoon Jump? Back 3
type3,238,Cloth/Bag High Front
type3,239,Cloth/Bag High Back
type3,240,Cloth/Bag Mid Front
type3,241,Cloth/Bag Mid Back
type3,242,Cloth/Bag Low Front
type3,243,Cloth/Bag Low Back
type3,244,Buffer?
type3,245,Buffer?
type3,246,Buffer?
type3,247,Buffer?
type3,248,Buffer?
type3,249,Buffer?
type3,250,Spin and Punch? Front
type3,251,Spin and Punch? Back
type4 (Unused),0,Blank
type4 (Unused),1,Face South
type4 (Unused),2,Face Front
type4 (Unused),3,Face West
type4 (Unused),4,Face Back
type4 (Unused),5,Face North
type4 (Unused),6,Walk Front
type4 (Unused),7,Walk Back
type4 (Unused),8,Walk Fast Front
type4 (Unused),9,Walk Fast Back
type4 (Unused),10,Walk Slow Front
type4 (Unused),11,Walk Slow Back
type4 (Unused),12,Buffer?
type4 (Unused),13,
type4 (Unused),14,
type4 (Unused),15,
type4 (Unused),16,
type4 (Unused),17,
type4 (Unused),18,
type4 (Unused),19,
type4 (Unused),20,
type4 (Unused),21,
type4 (Unused),22,
type4 (Unused),23,
type4 (Unused),24,
type4 (Unused),25,
type4 (Unused),26,
type4 (Unused),27,
type4 (Unused),28,
type4 (Unused),29,
type4 (Unused),30,
type4 (Unused),31,
type4 (Unused),32,
type4 (Unused),33,
type4 (Unused),34,
type4 (Unused),35,
type4 (Unused),36,
type4 (Unused),37,
type4 (Unused),38,
type4 (Unused),39,
type4 (Unused),40,
type4 (Unused),41,
type4 (Unused),42,
type4 (Unused),43,
type4 (Unused),44,
type4 (Unused),45,
type4 (Unused),46,
type4 (Unused),47,
type4 (Unused),48,
type4 (Unused),49,
type4 (Unused),50,
type4 (Unused),51,
type4 (Unused),52,
type4 (Unused),53,
type4 (Unused),54,
type4 (Unused),55,
type4 (Unused),56,
type4 (Unused),57,
type4 (Unused),58,
type4 (Unused),59,
type4 (Unused),60,
type4 (Unused),61,
type4 (Unused),62,
type4 (Unused),63,
type4 (Unused),64,
type4 (Unused),65,
type4 (Unused),66,
type4 (Unused),67,
type4 (Unused),68,
type4 (Unused),69,
type4 (Unused),70,
type4 (Unused),71,
type4 (Unused),72,
type4 (Unused),73,
type4 (Unused),74,
type4 (Unused),75,
type4 (Unused),76,
type4 (Unused),77,
type4 (Unused),78,
type4 (Unused),79,
type4 (Unused),80,
type4 (Unused),81,
type4 (Unused),82,
type4 (Unused),83,
type4 (Unused),84,
type4 (Unused),85,
type4 (Unused),86,
type4 (Unused),87,
type4 (Unused),88,
type4 (Unused),89,
type4 (Unused),90,
type4 (Unused),91,
type4 (Unused),92,
type4 (Unused),93,
type4 (Unused),94,
type4 (Unused),95,
type4 (Unused),96,
type4 (Unused),97,
type4 (Unused),98,
type4 (Unused),99,
type4 (Unused),100,
type4 (Unused),101,
type4 (Unused),102,
type4 (Unused),103,
type4 (Unused),104,
type4 (Unused),105,
type4 (Unused),106,
type4 (Unused),107,
type4 (Unused),108,
type4 (Unused),109,
type4 (Unused),110,
type4 (Unused),111,
type4 (Unused),112,
type4 (Unused),113,
type4 (Unused),114,
type4 (Unused),115,
type4 (Unused),116,
type4 (Unused),117,
type4 (Unused),118,
type4 (Unused),119,
type4 (Unused),120,
type4 (Unused),121,
type4 (Unused),122,
type4 (Unused),123,
type4 (Unused),124,
type4 (Unused),125,
type4 (Unused),126,
type4 (Unused),127,
type4 (Unused),128,
type4 (Unused),129,
type4 (Unused),130,
type4 (Unused),131,
type4 (Unused),132,
type4 (Unused),133,
type4 (Unused),134,
type4 (Unused),135,
type4 (Unused),136,
type4 (Unused),137,
type4 (Unused),138,
type4 (Unused),139,
type4 (Unused),140,
type4 (Unused),141,
type4 (Unused),142,
type4 (Unused),143,
type4 (Unused),144,
type4 (Unused),145,
type4 (Unused),146,
type4 (Unused),147,
type4 (Unused),148,
type4 (Unused),149,
type4 (Unused),150,
type4 (Unused),151,
type4 (Unused),152,
type4 (Unused),153,
type4 (Unused),154,
type4 (Unused),155,
type4 (Unused),156,
type4 (Unused),157,
type4 (Unused),158,
type4 (Unused),159,
type4 (Unused),160,
type4 (Unused),161,
type4 (Unused),162,
type4 (Unused),163,
type4 (Unused),164,
type4 (Unused),165,
type4 (Unused),166,
type4 (Unused),167,
type4 (Unused),168,
type4 (Unused),169,
type4 (Unused),170,
type4 (Unused),171,
type4 (Unused),172,
type4 (Unused),173,
type4 (Unused),174,
type4 (Unused),175,
type4 (Unused),176,
type4 (Unused),177,
type4 (Unused),178,
type4 (Unused),179,
type4 (Unused),180,
type4 (Unused),181,
type4 (Unused),182,
type4 (Unused),183,
type4 (Unused),184,
type4 (Unused),185,
type4 (Unused),186,
type4 (Unused),187,
type4 (Unused),188,
type4 (Unused),189,
type4 (Unused),190,
type4 (Unused),191,
type4 (Unused),192,
type4 (Unused),193,
type4 (Unused),194,
type4 (Unused),195,
type4 (Unused),196,
type4 (Unused),197,
type4 (Unused),198,
type4 (Unused),199,
type4 (Unused),200,
type4 (Unused),201,
type4 (Unused),202,
type4 (Unused),203,
type4 (Unused),204,
type4 (Unused),205,
type4 (Unused),206,
type4 (Unused),207,
type4 (Unused),208,
type4 (Unused),209,
type4 (Unused),210,
type4 (Unused),211,
type4 (Unused),212,
type4 (Unused),213,
type4 (Unused),214,
type4 (Unused),215,
type4 (Unused),216,
type4 (Unused),217,
type4 (Unused),218,
type4 (Unused),219,
type4 (Unused),220,
type4 (Unused),221,
type4 (Unused),222,
type4 (Unused),223,
type4 (Unused),224,
type4 (Unused),225,
type4 (Unused),226,
type4 (Unused),227,
type4 (Unused),228,
type4 (Unused),229,
type4 (Unused),230,
type4 (Unused),231,
type4 (Unused),232,
type4 (Unused),233,
type4 (Unused),234,
type4 (Unused),235,
type4 (Unused),236,
type4 (Unused),237,
type4 (Unused),238,
type4 (Unused),239,
type4 (Unused),240,
type4 (Unused),241,
type4 (Unused),242,
type4 (Unused),243,
type4 (Unused),244,
type4 (Unused),245,
type4 (Unused),246,
type4 (Unused),247,
type4 (Unused),248,
type4 (Unused),249,
type4 (Unused),250,
type4 (Unused),251,
label,animation_id,
wep1,0,Swing High Front
wep1,1,Swing High Back
wep1,2,Swing Mid Front
wep1,3,Swing Mid Back
wep1,4,Swing Low Front
wep1,5,Swing Low Back
wep1,6,Gun High Front
wep1,7,Gun High Back
wep1,8,Gun Mid Front
wep1,9,Gun Mid Back
wep1,10,Gun Low Front
wep1,11,Gun Low Back
wep1,12,Bow High Front
wep1,13,Bow High Back
wep1,14,Bow Mid Front
wep1,15,Bow Mid Back
wep1,16,Bow Low Front
wep1,17,Bow Low Back
wep1,18,Instrument Front
wep1,19,Instrument Back
wep1,20,Book Front
wep1,21,Book Back
wep1,22,Poke High Front
wep1,23,Poke High Back
wep1,24,Poke Mid Front
wep1,25,Poke Mid Back
wep1,26,Poke Low Front
wep1,27,Poke Low Back
wep1,28,Throw Item High Start Front
wep1,29,Throw Item High Start Back
wep1,30,Throw Item High Wait Front
wep1,31,Throw Item High Wait Back
wep1,32,Throw Item High Finish Front
wep1,33,Throw Item High Finish Back
wep1,34,Throw Item Mid Start Front
wep1,35,Throw Item Mid Start Back
wep1,36,Throw Item Mid Wait Front
wep1,37,Throw Item Mid Wait Back
wep1,38,Throw Item Mid Finish Front
wep1,39,Throw Item Mid Finish Back
wep1,40,Throw Item Low Start Front
wep1,41,Throw Item Low Start Back
wep1,42,Throw Item Low Wait Front
wep1,43,Throw Item Low Wait Back
wep1,44,Throw Item Low Finish Front
wep1,45,Throw Item Low Finish Back
wep1,46,Shield Block High Front
wep1,47,Shield Block High Back
wep1,48,Shield Block Mid Front
wep1,49,Shield Block Mid Back
wep1,50,Shield Block Low Front
wep1,51,Shield Block Low Back
wep1,52,Swing Shield Recoil High Front
wep1,53,Swing Shield Recoil High Back
wep1,54,Swing Shield Recoil Mid Front
